,Unnamed: 0,upright,inverted,group,age,gender,order,RTupright,RTinverted,experience,regulation,subjective,PI20,PI23,Prop,WorkLoc,subjectID,proflicID,time_elapse,num_lines,country_res,age2021,gender2021,up2021,inv2021,RTup2021,RTinv2021,change_upright,change_inverted
100,100,57,43,mask,28,male,upright_first,3819.615789,4146.365116,16,10,7,41,30,67,Home,jan2021_cfmt_mask_upright_inverted_PARTICIPANT_SESSION_2022-01-02_20h34.00.527.csv,5f5523c64683840d16672ad3,22.1567,288,"es([], ",27,"331    male
Name: gender, dtype: object",50,45,3038.451,2627.549444,7,-2
101,101,60,52,mask,21,male,upright_first,3111.815,4436.294231,17,10,9,48,37,91,Home,jan2021_cfmt_mask_upright_inverted_PARTICIPANT_SESSION_2022-01-02_22h54.29.890.csv,5d72923243376f0001c2d4f8,37.41763333,288,"es([], ",20,"350    male
Name: gender, dtype: object",55,45,5775.712091,9312.850111,5,7
102,102,62,46,no mask,22,male,inverted_first,2121.656452,2648.269565,18,9,2,32,29,83,Home,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-28_21h05.10.625.csv,5f24db32bb18c511736499f8,24.03808333,288,"es([], ",21,"188    male
Name: gender, dtype: object",59,54,5298.703475,8413.441204,3,-8
103,103,67,36,no mask,22,male,inverted_first,2938.731343,5287.444444,14,8,7,29,25,37,unemployed,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-28_21h13.01.228.csv,5fe511a6cfa055b0cfda6c98,28.02463333,288,"es([], ",21,"187    male
Name: gender, dtype: object",60,36,4292.850417,8352.556667,7,0
104,104,65,43,no mask,21,male,inverted_first,2421.369231,5399.286047,23,10,2,29,25,83,Office,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-29_02h58.23.283.csv,5e852779715023000bae4afe,21.93888333,288,"es([], ",21,"190    male
Name: gender, dtype: object",59,34,2178.839661,3202.533529,6,9
105,105,63,42,no mask,52,female,inverted_first,2901.111111,4265.5,20,10,4,38,35,88,Office,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-29_06h53.00.146.csv,5f906e4553c0fa11f0302333,23.00075,288,"es([], ",51,"168    female
Name: gender, dtype: object",52,40,5420.596154,4809.65,11,2
106,106,61,45,no mask,49,female,inverted_first,3491.686885,5853.555556,16,11,4,36,29,66,Home,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-29_07h49.21.863.csv,5d43c606773d8b00016eaa8a,31.85518333,288,"es([], ",48,"155    female
Name: gender, dtype: object",50,42,4914.3392,5969.198929,11,3
107,107,48,36,no mask,20,female,inverted_first,1982.885417,3251.769444,19,10,7,67,59,33,Office,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-29_07h51.39.682.csv,5d45dfff082935001aed2fe7,17.3919,288,"es([], ",23,"238    male
Name: gender, dtype: object",46,35,1980.471739,2355.498857,2,1
108,108,69,56,no mask,29,female,inverted_first,2931.942029,4239.017857,10,9,7,41,35,94,unemployed,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-29_08h47.19.607.csv,5e95d54c53784a0297c22d72,27.6399,288,"es([], ",28,"177    female
Name: gender, dtype: object",66,40,3091.742424,4499.35,3,16
109,109,56,33,no mask,33,female,inverted_first,2359.339286,4514.515152,11,10,5,37,31,79,Home,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-29_09h59.21.268.csv,5f9851db9003f30f0baeb38a,17.79461667,288,"es([], ",32,"161    female
Name: gender, dtype: object",48,28,2404.240208,2940.857679,8,5
110,110,56,47,no mask,34,female,inverted_first,3039.392857,4033.085106,15,7,12,73,61,77,Office,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-29_10h36.35.23.csv,5908826f7a321c0001261e69,22.94906667,288,"es([], ",33,"147    female
Name: gender, dtype: object",51,53,2310.627451,3639.830189,5,-6
111,111,38,26,no mask,19,male,inverted_first,2385.165789,3346.480769,15,6,9,51,44,72,unemployed,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-29_11h15.16.212.csv,5e52b50589d7ad2d4f171dfc,19.11221667,288,"es([], ",18,"198    male
Name: gender, dtype: object",32,26,2425.513594,2614.618077,6,0
112,112,42,36,no mask,39,male,inverted_first,1672.738095,2427.027778,16,10,5,36,30,84,unemployed,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-29_11h43.14.18.csv,5f1c55c8ea92af4d99d03137,16.52421667,288,"es([], ",38,"229    male
Name: gender, dtype: object",52,40,2257.807692,3655.65,-10,-4
113,113,46,30,no mask,61,female,inverted_first,4242.178261,5102.03,5,1,10,39,30,33,Office,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-29_12h01.21.67.csv,5ea19dcac30e0005e6e6b6e3,34.69786667,288,"es([], ",60,"228    male
Name: gender, dtype: object",41,35,2655.864634,3576.109143,5,-5
114,114,39,35,no mask,39,female,inverted_first,1716.346154,2214.331429,21,11,8,38,33,77,Office,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-29_12h15.09.333.csv,5dc860e9dcc83f5d2d85ec67,42.10186667,288,"es([], ",38,"150    female
Name: gender, dtype: object",39,35,1560.85141,1765.626429,0,0
115,115,56,24,no mask,55,male,inverted_first,2166.819643,2892.716667,11,4,2,52,47,66,Home,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-29_12h19.59.0.csv,5e07aa9cb638531138f72587,18.9848,288,"es([], ",54,"226    male
Name: gender, dtype: object",51,35,1915.182353,2749.971857,5,-11
116,116,52,39,no mask,24,male,inverted_first,1791.259615,2720.623077,17,8,5,54,47,56,Office,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-29_12h31.54.215.csv,5f1164d8aca7f8000cca2709,15.42851667,288,"es([], ",24,"241    male
Name: gender, dtype: object",59,37,2362.548051,4305.669865,-7,2
117,117,71,53,no mask,32,female,inverted_first,1779.915493,2990.641509,19,11,8,25,20,83,Home,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-29_13h46.51.689.csv,5e8e0a10e9878f06eb114260,19.0729,288,"es([], ",32,"159    female
Name: gender, dtype: object",68,43,2854.764706,4272.395349,3,10
118,118,53,37,no mask,28,male,inverted_first,4379.233962,3211.594595,16,10,6,35,28,21,Office,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-29_13h47.57.136.csv,5e0e396901423f58bf9f6684,23.2283,288,"es([], ",27,"217    male
Name: gender, dtype: object",43,42,5791.618256,10396.63869,10,-5
119,119,55,40,no mask,21,male,inverted_first,2302.563636,4642.405,14,7,7,27,21,22,Office,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-29_14h18.12.553.csv,5de6c610e4b8c5642cde39d9,27.34195,288,"es([], ",20,"211    male
Name: gender, dtype: object",47,31,3400.013404,6448.875161,8,9
120,120,71,39,no mask,22,male,inverted_first,2184.077465,3302.866667,13,10,3,22,19,22,unemployed,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-29_14h19.01.526.csv,5c840aedbad8fb000106cb44,18.0099,288,"es([], ",21,"242    male
Name: gender, dtype: object",64,40,1807.224766,2061.037875,7,-1
121,121,44,39,no mask,19,male,inverted_first,1849.431818,2320.128205,11,6,2,43,38,17,unemployed,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-29_14h21.18.994.csv,5e66b908a211cf0a58a78de7,15.06836667,288,"es([], ",18,"207    male
Name: gender, dtype: object",40,39,1758.023625,2800.780641,4,0
122,122,61,31,no mask,21,female,inverted_first,2214.02459,3387.332258,8,5,6,33,24,27,unemployed,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-29_14h32.30.181.csv,5f3abfead0362c14ef650c1a,21.35623333,288,"es([], ",20,"176    female
Name: gender, dtype: object",46,32,3180.256848,4310.002656,15,-1
123,123,61,42,no mask,23,female,inverted_first,2708.440984,4653.166667,22,11,5,37,31,89,Home,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-29_14h35.42.535.csv,5c201c2189f0350001731f99,21.37655,288,"es([], ",22,"146    female
Name: gender, dtype: object",49,29,2635.539592,4985.123966,12,13
124,124,68,40,no mask,20,female,inverted_first,1622.691176,1747.275,5,1,5,34,28,0,unemployed,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-29_16h23.02.350.csv,5f3cf75f2982e903fb34b9f6,13.85635,288,"es([], ",19,"141    female
Name: gender, dtype: object",61,39,2140.442623,3479.512821,7,1
125,125,54,41,no mask,27,male,inverted_first,3736.796296,5252.04878,14,7,2,43,40,39,Home,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-29_16h35.50.152.csv,5dc4bc30569be3387eb6b52f,25.61821667,288,"es([], ",26,"245    male
Name: gender, dtype: object",45,29,2771.866667,4316.137931,9,12
126,126,59,44,no mask,26,female,inverted_first,4909.862712,4307.502273,24,12,5,29,23,82,Office,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-29_18h02.02.626.csv,5dbc61a0df0b4820e71a0e99,30.82591667,288,"es([], ",26,"182    female
Name: gender, dtype: object",43,34,2297.100233,3548.551029,16,10
127,127,39,37,no mask,28,female,inverted_first,2059.820513,3472.027027,18,9,5,21,17,78,Office,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-29_18h21.03.832.csv,5ec31cab8be41217405324fc,16.39793333,288,"es([], ",27,"174    female
Name: gender, dtype: object",48,39,2670.1875,5576.410256,-9,-2
128,128,48,35,no mask,19,male,inverted_first,1946.825,1859.8,19,6,3,54,48,66,unemployed,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-29_19h41.30.870.csv,5e67a25bff87e0047c6c436b,14.5878,288,"es([], ",18,"201    male
Name: gender, dtype: object",57,34,2165.012018,2607.284412,-9,1
129,129,58,41,no mask,24,female,inverted_first,2148.915603,3379.145366,16,9,6,48,40,97,unemployed,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-29_20h32.53.338.csv,5e8c626158544f023c96a50e,19.05471667,288,"es([], ",,"180    female
Name: gender, dtype: object",48,32,2257.091667,2220.9875,10,9
130,130,47,44,no mask,24,male,inverted_first,1987.26383,3076.822727,12,11,4,25,21,89,Office,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-29_22h49.28.939.csv,5c88d569d47e6a0001a6192a,18.16896667,288,"es([], ",23,"236    male
Name: gender, dtype: object",51,40,2200.178431,2507.804875,-4,4
131,131,41,37,no mask,33,female,inverted_first,2043.95122,6331.297297,19,9,2,25,21,82,Home,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-29_22h55.29.558.csv,5c9b3126a586fd00154d5440,21.89786667,288,"es([], ",32,"164    female
Name: gender, dtype: object",39,27,2449.282051,3235.777778,2,10
132,132,54,44,no mask,23,male,inverted_first,2113.724074,2968.972727,9,5,3,22,21,22,Home,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-30_12h00.53.194.csv,5ee79fdcde87be04391c05be,26.82031667,288,"es([], ",22,"204    male
Name: gender, dtype: object",54,37,2493.899815,2325.955676,0,7
133,133,63,41,no mask,23,male,inverted_first,1780.312698,2465.42439,12,8,8,43,34,44,Home,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-30_19h40.56.750.csv,5c6d938c79151c00017c7560,20.67923333,288,"es([], ",22,"215    male
Name: gender, dtype: object",50,36,2551.8941,4160.482639,13,5
134,134,70,56,no mask,37,male,inverted_first,2998.514286,3633.857143,5,5,1,31,26,61,Home,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-31_08h49.12.4.csv,5efa4e52f512b188fb57c2a2,21.21976667,288,"es([], ",36,"210    male
Name: gender, dtype: object",37,24,3599.459459,5428.708333,33,32
135,135,55,45,no mask,23,male,inverted_first,2156.238182,3113.16,10,6,2,22,19,33,Home,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-31_14h05.57.645.csv,5ecd7c8a5a1fc80f03f1dc0e,21.36906667,288,"es([], ",22,"200    male
Name: gender, dtype: object",62,42,1869.382097,2898.214048,-7,3
136,136,64,33,no mask,23,male,inverted_first,1743.560938,1992.215152,11,8,3,31,28,55,Home,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-31_14h47.23.102.csv,5fc12cc27f2ae31010f6e5c6,16.74138333,288,"es([], ",22,"239    male
Name: gender, dtype: object",60,39,3278.4295,4445.698462,4,-6
137,137,55,29,no mask,37,female,inverted_first,6037.192727,7711.572414,15,8,6,40,35,78,Home,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-31_20h51.41.743.csv,5c2b94152c45d4000149fefc,36.83903333,288,"es([], ",37,"138    female
Name: gender, dtype: object",47,31,6596.375532,13773.63113,8,-2
138,138,58,40,no mask,30,female,inverted_first,3120.943103,3981.3775,12,9,10,42,34,85,unemployed,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2021-12-31_20h53.09.555.csv,5f0dbbac1296d504be69f37e,21.79255,288,"es([], ",29,"163    female
Name: gender, dtype: object",52,48,1748.767692,3234.767604,6,-8
139,139,56,37,no mask,21,female,inverted_first,2222.307143,2342.972973,13,10,0,25,22,54,unemployed,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2022-01-01_18h53.07.838.csv,5efb0fdafa9a7b022b6cdba8,15.91713333,288,"es([], ",20,"197    male
Name: gender, dtype: object",56,35,2085.035268,3506.876571,0,2
140,140,53,37,no mask,22,male,inverted_first,2057.239623,4852.327027,4,9,4,39,33,0,unemployed,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2022-01-01_20h20.19.291.csv,5a64a6e313898300014b4366,22.92943333,288,"es([], ",21,"213    male
Name: gender, dtype: object",49,31,3563.37551,7211.050968,4,6
141,141,59,36,no mask,21,male,inverted_first,2749.466102,5679.280556,22,7,1,37,36,60,unemployed,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2022-01-02_11h01.17.168.csv,5f8d7850f3a3ef065112ffb5,20.74445,288,"es([], ",20,"216    male
Name: gender, dtype: object",49,58,3218.378571,22209.48629,10,-22
142,142,49,34,no mask,36,female,inverted_first,3218.061224,3972,7,7,6,45,39,45,Home,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2022-01-02_13h33.10.275.csv,5f5d51785a31085a80509958,23.05008333,288,"es([], ",35,"139    female
Name: gender, dtype: object",47,38,7939.914894,15092.15789,2,-4
143,143,71,49,no mask,27,female,inverted_first,1888.821127,4530.016327,12,4,2,26,23,33,Home,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2022-01-03_10h57.44.507.csv,5f2e18f48bf8dd16e230ae01,24.74136667,288,"es([], ",26,"123    female
Name: gender, dtype: object",68,40,4870.429485,3989.8,3,9
144,144,39,43,no mask,21,female,inverted_first,1801.897436,3389.951163,19,10,4,34,30,89,unemployed,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2022-01-03_14h46.59.970.csv,5ed5167f51dfb105433ba271,15.31563333,288,"es([], ",20,"230    male
Name: gender, dtype: object",40,37,2141.843625,4809.044189,-1,6
145,145,48,30,no mask,26,female,inverted_first,2165.633333,4264.273333,16,8,4,35,29,88,Home,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2022-01-03_21h11.17.231.csv,5fa66e400655e427dbdda8ac,23.57035,288,"es([], ",25,"140    female
Name: gender, dtype: object",49,28,2601.568469,3033.433214,-1,2
146,146,63,37,no mask,31,female,inverted_first,2936.547619,3140.818919,11,8,5,30,26,66,Home,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2022-01-04_15h35.17.556.csv,5f739994244c770f7ef035a2,26.8281,288,"es([], ",30,"160    female
Name: gender, dtype: object",62,37,3119.127419,4646.998649,1,0
147,147,68,46,no mask,22,male,inverted_first,2604.944118,4307.917391,17,12,5,28,23,66,unemployed,jan2021_cfmt_nomask_inverted_upright_PARTICIPANT_SESSION_2022-01-04_19h52.35.149.csv,5eee52deb416da2e0e56d60f,25.0405,288,"es([], ",21,"232    male
Name: gender, dtype: object",46,26,3235.373913,4084.008654,22,20
148,148,61,47,no mask,46,male,upright_first,4439.390164,4508.576596,14,9,2,38,33,55,Office,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-28_16h55.19.118.csv,5bdf91dbb32fa800012ea282,37.10301667,288,"es([], ",45,"471    male
Name: gender, dtype: object",61,51,6858.234672,8358.517255,0,-4
149,149,51,39,no mask,34,male,upright_first,2680.435294,2986.610256,14,9,10,45,38,82,Home,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-28_17h16.42.313.csv,5f1d13b205289d1bf55a209e,19.68241667,288,"es([], ",33,"435    male
Name: gender, dtype: object",45,35,3255.809111,3072.517,6,4
150,150,52,37,no mask,22,male,upright_first,3818.976923,2873.591892,17,0,2,23,22,73,Office,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-28_18h29.04.80.csv,5f9371409b8ab214fb35c7e5,23.80106667,288,"es([], ",21,"472    male
Name: gender, dtype: object",39,29,2838.303077,3216.024828,13,8
151,151,40,35,no mask,29,male,upright_first,3111.075,2630.914286,16,10,8,54,46,84,unemployed,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-28_19h04.51.961.csv,5f67c61d4084d6407fb4a346,21.18486667,288,"es([], ",28,"438    male
Name: gender, dtype: object",38,35,2615.342105,2431.514286,2,0
152,152,67,46,no mask,37,male,upright_first,2060.970149,3018.021739,16,10,6,37,31,78,Office,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-28_22h08.13.934.csv,5d6d32ead222ba001553e7bd,16.94986667,288,"es([], ",36,"434    male
Name: gender, dtype: object",50,38,3556.4396,3645.517105,17,8
153,153,60,62,no mask,21,male,upright_first,2038.995,2761.751613,22,12,3,21,21,78,unemployed,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-28_22h31.03.978.csv,5f2af90688d9b246791ba03d,16.27056667,288,"es([], ",20,"477    male
Name: gender, dtype: object",53,41,2067.749717,2631.24,7,21
154,154,62,33,no mask,47,male,upright_first,2397.658065,2474.933333,19,8,4,28,23,77,Home,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-28_22h34.51.421.csv,5df6c8bd77f8654c718ee1d9,17.91275,288,"es([], ",46,"480    male
Name: gender, dtype: object",52,34,3043.009327,3245.759559,10,-1
155,155,70,53,no mask,30,male,upright_first,2611.641429,3620.364151,9,10,4,25,21,10,Office,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-28_22h57.00.281.csv,5c5da3b159ec1d0001fe5606,23.75715,288,"es([], ",29,"483    male
Name: gender, dtype: object",61,48,4401.821639,6877.864687,9,5
156,156,51,31,no mask,59,female,upright_first,2885.647059,2993.096774,23,10,4,57,50,89,Office,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-28_23h02.45.515.csv,5db31089a1f8d3000c10a6c5,21.2513,288,"es([], ",58,"419    female
Name: gender, dtype: object",45,39,2880.733333,2519.487179,6,-8
157,157,54,33,no mask,25,female,upright_first,3062.237037,2681.393939,18,11,6,38,31,88,Office,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-28_23h07.47.446.csv,5f0c7a2f0ab6450af12e4c05,20.4356,288,"es([], ",24,"374    female
Name: gender, dtype: object",45,32,2496.161222,1908.627969,9,1
158,158,61,38,no mask,26,female,upright_first,2254.778689,2228.173684,10,10,5,27,21,74,Office,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-28_23h09.21.213.csv,5f209bb12cf3543aed1fee25,17.35841667,288,"es([], ",25,"377    female
Name: gender, dtype: object",50,32,2324.9869,2227.0625,11,6
159,159,57,29,no mask,45,female,upright_first,3012.759649,2724.441379,8,9,10,47,38,82,Home,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-28_23h11.59.644.csv,5f57fef7e7b06a35296f215d,17.26916667,288,"es([], ",44,"410    female
Name: gender, dtype: object",49,47,2763.867653,2846.977553,8,-18
160,160,67,46,no mask,24,male,upright_first,2162.801493,2410.915217,14,9,7,32,26,45,unemployed,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-28_23h35.33.866.csv,5e8a66381afb2c714058b57b,18.38923333,288,"es([], ",23,"462    male
Name: gender, dtype: object",62,46,3051.243952,2762.558043,5,0
161,161,58,39,no mask,20,male,upright_first,2173.496552,2835.507692,20,8,3,22,19,83,unemployed,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-28_23h38.23.366.csv,5f5a69a0b2b7c2119ecf07bf,20.134,288,"es([], ",19,"448    male
Name: gender, dtype: object",53,38,2992.089057,2459.195658,5,1
162,162,53,28,no mask,19,male,upright_first,2903.173585,2312.260714,7,0,8,38,29,22,unemployed,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-28_23h54.22.44.csv,5f9c5b04b6dc1f0e57fb3f67,20.14671667,288,"es([], ",18,"451    male
Name: gender, dtype: object",56,32,3911.340625,2527.246094,-3,-4
163,163,42,29,no mask,20,male,upright_first,1705.790476,1779.9,14,5,6,48,42,37,unemployed,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-29_00h07.46.756.csv,5eaef8702b68455d6e130595,14.53308333,288,"es([], ",19,"488    male
Name: gender, dtype: object",43,36,2955.085814,2895.7925,-1,-7
164,164,52,29,no mask,37,male,upright_first,1866.230769,1989.551724,14,8,4,51,44,65,Home,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-29_00h11.48.140.csv,5ec66c4259d924047b9c413a,17.11528333,288,"es([], ",36,"490    male
Name: gender, dtype: object",47,42,2319.255319,2426.952381,5,-13
165,165,36,35,no mask,21,male,upright_first,3001.580556,3677.308571,9,3,4,36,29,16,unemployed,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-29_00h24.08.188.csv,5f5b9846033f642ff6884099,20.64226667,288,"es([], ",21,"456    female
Name: gender, dtype: object",36,30,3931.800417,4370.921,0,5
166,166,68,50,no mask,28,male,upright_first,2396.638235,3547.218,17,7,2,44,40,66,Home,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-29_00h32.43.804.csv,5e5ce9165cd2ad4c23019550,18.88236667,288,"es([], ",27,"486    male
Name: gender, dtype: object",62,42,2250.230726,2969.608095,6,8
167,167,68,37,no mask,31,male,upright_first,2765.914706,2629.881081,21,12,2,45,41,95,Home,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-29_00h35.36.432.csv,5fce02c3ce77180008fb5476,18.82421667,288,"es([], ",30,"468    male
Name: gender, dtype: object",61,38,5611.119344,4523.361842,7,-1
168,168,67,53,no mask,18,female,upright_first,3041.10597,2538.677358,11,9,1,29,28,21,unemployed,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-29_00h47.00.41.csv,5e611e23e6d609000ae35968,19.4044,288,"es([], ",18,"405    female
Name: gender, dtype: object",60,46,3628.366667,3066.661087,7,7
169,169,72,57,no mask,29,male,upright_first,3119.6625,4071.263158,11,7,1,30,26,35,Office,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-29_00h57.37.535.csv,5cdc88cc50f50f001a783112,23.21288333,288,"es([], ",28,"464    male
Name: gender, dtype: object",56,47,4206.400268,6608.655532,16,10
170,170,48,41,no mask,25,female,upright_first,2656.05625,3206.45122,21,10,6,22,17,76,Office,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-29_01h08.49.777.csv,5e84d3a163e17909b9e858b5,18.74091667,288,"es([], ",24,"397    female
Name: gender, dtype: object",51,37,3203.435882,1528.465405,-3,4
171,171,64,42,no mask,35,male,upright_first,3389.032813,3702.557143,18,9,8,39,32,69,Office,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-29_01h45.05.587.csv,5c9d88bb2b3c77001744ec1c,20.36281667,288,"es([], ",34,"482    male
Name: gender, dtype: object",45,33,4026.003778,5251.355303,19,9
172,172,67,44,no mask,19,female,upright_first,2655.08806,1792.454545,18,9,3,36,30,83,unemployed,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-29_01h48.37.848.csv,5f4f04a11671f8157c1e4a06,28.30833333,288,"es([], ",18,"412    female
Name: gender, dtype: object",50,33,2843.746,1444.29303,17,11
173,173,56,37,no mask,22,female,upright_first,2741.367857,1841.002703,22,12,10,36,25,91,Office,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-29_02h18.04.797.csv,5f5a1dbec9012406a20ea2d7,18.11676667,288,"es([], ",21,"416    female
Name: gender, dtype: object",55,31,1774.955818,1361.542419,1,6
174,174,67,50,no mask,28,male,upright_first,2517.759701,2529.574,17,7,4,47,45,76,Office,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-29_03h58.28.23.csv,5deeb3dd8bf3da55c2f6a507,25.04196667,288,"es([], ",27,"436    male
Name: gender, dtype: object",66,43,3402.706667,2729.340116,1,7
175,175,68,47,no mask,46,female,upright_first,3287.029412,4276.974468,13,7,2,23,22,93,Home,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-29_05h56.53.317.csv,5ed52685a0b2d0078e02cffe,23.2659,288,"es([], ",46,"381    female
Name: gender, dtype: object",56,41,2988.696786,2854.757927,12,6
176,176,64,59,no mask,21,female,upright_first,2691.476562,2852.038983,21,12,3,30,27,77,unemployed,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-29_09h13.23.131.csv,5f33289c1fe9181376ee67d9,22.14468333,288,"es([], ",20,"407    female
Name: gender, dtype: object",45,43,3170.617556,3049.813953,19,16
177,177,43,46,no mask,23,female,upright_first,1940.983721,1813.167391,4,5,9,50,41,23,Home,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-29_09h14.17.780.csv,5dd25456cc192027096069bb,32.00106667,288,"es([], ",22,"425    female
Name: gender, dtype: object",42,44,2004.238095,1662.386364,1,2
178,178,71,69,no mask,32,female,upright_first,4230.992958,3799.076812,20,9,8,37,30,76,Home,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-29_09h18.47.569.csv,5f2664edcb7a443902254785,29.5263,288,"es([], ",31,"432    female
Name: gender, dtype: object",70,67,7877.922071,7487.578881,1,2
179,179,47,41,no mask,39,male,upright_first,4610.744681,4079.521951,2,9,12,64,52,11,Home,jan2021_cfmt_nomask_upright_inverted_PARTICIPANT_SESSION_2021-12-29_09h53.58.353.csv,5cc8bdd79366c80001eda779,26.83273333,288,"es([], ",38,"463    male
Name: gender, dtype: object",47,30,8186.286383,4868.871333,0,11
